,credit_score,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
9553,646,Male,38,7,0.0,2,1,0,1528.4,0
3838,628,Male,50,4,122227.71,1,0,1,14217.77,1
1867,715,Female,33,3,85227.84,1,1,1,68087.15,0
1454,521,Female,34,7,70731.07,1,1,1,20243.97,1
1786,711,Male,37,2,0.0,2,1,0,83978.86,1
9912,701,Female,34,6,107980.37,1,1,1,119374.74,0
7095,753,Female,38,1,117314.92,1,1,0,122021.33,1
2521,638,Male,25,4,148045.45,2,1,1,114722.42,0
4439,613,Female,21,7,105627.95,1,1,1,36560.51,0
1820,604,Male,23,9,124577.33,1,1,1,7267.25,0
5615,520,Female,29,8,95947.76,1,1,0,4696.44,0
2929,744,Male,32,4,96106.83,1,1,1,79812.77,0
51,585,Male,36,5,146050.97,2,0,0,86424.57,0
4726,633,Male,50,7,88302.65,1,1,1,195937.16,0
5716,611,Male,37,1,117524.72,2,0,1,161064.29,0
5465,647,Female,41,1,85906.65,3,1,0,189159.97,0
469,753,Male,35,3,0.0,2,1,1,184843.77,0
2629,768,Female,42,3,0.0,1,0,0,161242.99,1
6513,513,Female,41,9,107135.04,2,1,1,160546.58,0
7467,651,Female,37,10,117791.06,2,1,1,75837.58,0
3945,657,Male,40,10,0.0,2,1,1,52990.7,0
6204,498,Male,33,1,198113.86,1,1,0,69664.35,0
4262,515,Male,41,8,0.0,2,1,1,185054.14,0
1858,705,Male,61,4,0.0,2,1,1,191313.7,0
9532,592,Male,29,7,0.0,2,1,1,91196.67,0
865,678,Female,25,10,76968.12,2,0,1,131501.72,0
6390,574,Female,37,7,0.0,2,1,0,32262.28,0
7212,711,Female,25,5,190066.54,1,0,0,51345.39,1
4921,526,Female,33,8,114634.63,2,1,0,110114.38,1
8101,581,Female,43,5,93259.57,3,1,0,141035.65,1
4792,756,Male,19,4,130274.22,1,1,1,133535.29,0
8854,674,Female,39,6,0.0,2,1,1,9574.83,0
6250,608,Male,42,10,163548.07,1,1,0,38866.85,0
5936,588,Female,22,9,67178.19,1,1,1,163534.75,1
425,648,Male,26,9,162923.85,1,1,0,98368.24,0
188,616,Male,30,5,0.0,2,0,1,196108.51,0
5629,578,Male,28,4,0.0,2,0,0,6947.09,0
4359,545,Female,44,2,127536.44,1,1,0,108398.63,0
228,751,Male,50,2,96888.39,1,1,0,77206.25,1
7757,850,Male,40,6,97339.99,1,0,1,88815.25,0
7677,695,Male,36,4,161533.0,1,1,0,100940.91,0
2741,535,Female,38,8,0.0,2,1,0,136620.64,0
1041,722,Male,30,5,0.0,2,1,0,166376.54,0
4075,713,Male,43,5,86394.14,1,1,1,130001.13,0
9140,449,Female,21,7,0.0,2,0,0,175743.92,0
6118,632,Female,49,5,167962.7,1,0,0,140201.21,0
6902,457,Male,44,7,0.0,2,0,0,185992.36,0
471,703,Male,37,1,149762.08,1,1,0,20629.4,1
2921,507,Female,46,8,102785.16,1,1,1,70323.68,0
1905,535,Male,20,9,134874.4,1,1,1,118825.56,0
8876,556,Male,46,3,131764.96,1,1,1,108500.66,1
801,671,Female,44,0,84745.03,2,0,1,34673.98,0
1487,710,Female,51,4,93656.95,1,0,1,141400.51,1
8441,624,Female,23,5,0.0,2,0,0,132418.59,0
227,547,Female,39,6,74596.15,3,1,1,85746.52,1
7890,565,Male,49,7,0.0,2,1,1,89609.26,0
1128,675,Female,32,2,155663.31,1,1,0,97658.66,0
5070,641,Female,42,6,0.0,2,0,0,121138.77,0
9166,627,Female,35,2,137852.96,1,1,1,172269.21,1
2208,728,Female,46,2,109705.52,1,1,0,20276.87,1
7993,585,Female,33,4,152805.05,1,1,0,63239.65,0
9842,638,Male,30,9,136808.53,2,1,1,106642.97,0
6559,533,Male,38,4,70362.52,2,1,1,104189.46,0
9921,757,Male,36,1,65349.71,1,0,0,64539.64,0
3153,702,Female,29,6,149218.39,1,1,1,9633.01,0
4441,624,Female,38,3,0.0,2,1,1,163666.85,0
7505,659,Male,27,4,0.0,2,1,0,99341.87,0
8957,585,Male,37,6,152496.82,1,1,1,99907.29,0
6215,553,Male,41,6,144974.55,1,1,1,19344.92,0
9598,508,Male,35,1,86893.28,1,0,0,59374.82,0
2144,634,Male,34,1,0.0,2,1,0,61995.57,0
7411,626,Female,23,6,85897.95,1,1,0,109742.8,0
8929,569,Female,35,4,93934.63,1,1,0,184748.23,0
2374,639,Male,29,4,133434.57,2,1,0,97983.44,0
2577,616,Male,29,8,149318.55,1,1,0,140746.13,0
1632,617,Male,30,3,132005.77,1,1,0,142940.39,0
4832,617,Female,79,7,0.0,1,1,1,160589.18,0
2298,607,Male,61,2,164523.5,2,1,1,35786.76,0
5033,536,Female,61,8,65190.29,1,1,1,64308.49,1
156,758,Female,33,7,0.0,2,0,0,82996.47,0
8046,811,Female,47,3,123365.34,2,0,0,171995.34,0
6706,662,Male,64,0,98848.19,1,0,1,42730.12,0
3349,665,Female,45,5,155447.65,2,1,0,51871.95,1
2879,750,Female,52,6,107467.56,1,1,0,126233.18,1
3413,605,Male,39,3,0.0,2,1,0,199390.45,0
7768,601,Female,20,9,122446.61,2,1,0,86791.9,0
4189,598,Female,32,4,111156.52,1,1,1,167376.26,0
9610,455,Male,40,1,0.0,3,0,1,129975.34,0
9734,667,Male,70,3,77356.92,2,1,1,20881.96,0
7251,724,Male,31,9,138166.3,1,1,0,12920.43,0
7613,634,Female,37,7,51582.5,2,1,1,184312.88,0
6919,782,Male,33,7,191523.09,1,1,1,167058.75,0
9681,651,Female,63,8,129968.67,1,1,1,11830.53,0
9671,649,Male,78,4,68345.86,2,1,1,142566.75,0
4794,705,Female,39,5,149379.66,2,1,0,96075.55,0
5654,677,Female,43,3,133214.88,2,1,1,95936.84,0
2495,466,Female,56,2,111920.13,3,1,0,197634.11,1
7304,679,Male,58,8,125850.53,2,1,1,87008.17,0
2372,737,Female,43,1,125537.38,1,1,0,138510.01,1
4091,599,Male,39,2,188976.89,2,0,1,176142.09,0
9471,523,Male,22,8,123374.46,1,1,1,124906.59,0
3461,781,Male,35,4,80790.74,1,1,0,116429.51,0
7006,544,Female,33,6,0.0,2,1,1,124113.04,0
5391,639,Female,27,8,133806.54,2,1,0,6251.3,0
7172,602,Female,33,8,0.0,2,1,1,112928.74,0
5696,617,Male,41,7,0.0,2,0,1,14496.67,0
5664,667,Male,71,4,137260.78,1,0,1,94433.08,1
4503,656,Male,33,7,138705.02,2,1,0,37136.15,0
2550,850,Male,42,0,0.0,2,1,0,44165.84,0
4715,800,Male,38,1,0.0,2,1,0,51553.43,0
847,468,Female,42,5,0.0,2,1,0,125305.34,0
3344,565,Male,33,8,130368.31,2,1,0,105642.43,0
938,577,Female,37,4,0.0,1,1,1,79881.39,0
4825,622,Male,31,5,106260.67,1,1,1,2578.43,0
9693,617,Female,51,10,167273.71,1,0,0,93439.75,1
8863,687,Male,38,8,69434.4,2,1,1,66580.13,1
8610,730,Male,23,8,0.0,2,1,0,183284.53,0
5354,789,Male,31,4,175477.15,1,1,1,172832.9,0
5477,724,Female,34,2,0.0,2,1,1,118863.38,0
9723,526,Male,32,7,125540.05,1,0,0,86786.41,0
756,664,Female,36,2,127160.78,2,1,0,78140.75,0
4750,850,Female,35,5,0.0,1,1,1,80992.8,0
2644,736,Male,27,5,51522.75,1,0,1,192131.77,0
4162,652,Female,74,5,0.0,2,1,1,937.15,0
8648,809,Female,48,2,0.0,1,1,0,160976.85,1
3165,651,Female,39,6,0.0,1,1,0,24176.44,0
6497,669,Male,50,9,201009.64,1,1,0,158032.5,1
5987,630,Female,25,7,79656.81,1,1,0,93524.22,0
3873,530,Male,37,4,0.0,2,1,1,164844.37,0
7751,750,Female,39,6,0.0,2,0,0,19264.33,0
6523,671,Female,31,4,0.0,2,0,1,79270.02,0
3418,792,Female,42,2,0.0,2,1,0,92664.09,0
9904,690,Female,36,10,91760.11,1,1,1,135784.94,0
2061,445,Female,38,6,119413.62,2,1,0,175756.36,0
549,749,Male,24,1,0.0,3,1,1,47911.03,0
4453,809,Male,33,8,148055.74,1,0,0,199203.21,0
2812,597,Male,28,2,0.0,3,1,1,78707.97,0
8777,603,Male,24,1,165149.13,2,1,0,21858.28,0
8995,573,Male,28,8,0.0,2,0,0,77660.03,0
2549,645,Female,36,8,0.0,2,1,1,12096.61,1
6069,576,Male,52,2,100549.43,2,1,1,16644.16,0
3169,677,Male,40,5,0.0,2,1,0,88947.56,0
7054,769,Male,38,6,0.0,2,0,0,104393.78,0
4828,741,Female,42,9,121056.63,2,1,0,39122.58,0
9570,631,Male,35,8,129205.49,1,1,1,79146.36,0
1259,559,Female,36,1,104356.94,2,0,1,54184.06,0
8712,469,Male,35,5,0.0,2,1,0,186490.37,0
3661,497,Male,35,7,110053.62,2,1,1,92887.06,0
7922,679,Male,39,6,0.0,2,1,0,12266.06,0
1024,718,Female,25,4,108691.95,1,1,0,63030.97,0
4965,782,Male,36,1,148795.17,2,1,1,195681.43,0
752,490,Female,35,7,107749.03,1,1,1,3937.37,0
3942,649,Male,20,5,0.0,2,1,1,58309.54,0
3710,645,Male,30,1,125739.26,1,1,1,193441.23,0
9960,795,Female,33,9,104552.72,1,1,1,120853.83,1
1951,604,Male,53,8,144453.75,1,1,0,190998.96,1
6314,844,Female,41,10,76319.64,1,1,1,141175.18,1
351,762,Male,39,2,81273.13,1,1,1,18719.67,0
1511,575,Female,37,0,0.0,2,0,0,30114.32,0
4829,687,Male,34,5,128270.56,1,1,0,191092.62,0
9616,683,Male,35,9,61172.04,1,0,0,82951.12,0
3746,688,Male,35,5,111578.18,1,0,0,166165.93,1
5799,625,Female,45,3,0.0,1,1,1,184474.15,1
701,669,Male,30,7,95128.86,1,0,0,19799.26,0
3693,742,Female,60,4,0.0,1,1,1,13161.66,1
4614,730,Male,34,1,0.0,2,1,1,126592.01,0
7213,484,Female,55,8,149349.58,3,0,0,137519.92,1
561,650,Male,61,1,152968.73,1,0,1,82970.69,0
2318,672,Male,33,2,0.0,2,1,1,182738.0,0
3098,539,Female,24,3,0.0,2,1,1,198161.07,0
4838,556,Female,40,9,129860.37,1,0,0,17992.94,0
3150,573,Female,35,9,206868.78,2,0,1,102986.15,0
5608,518,Female,27,1,133801.49,1,1,1,143315.57,0
4299,615,Male,30,8,0.0,2,0,0,3183.15,0
4618,526,Male,42,1,0.0,1,0,1,168486.02,0
4074,718,Female,35,2,167924.95,1,1,0,43024.64,0
3994,809,Male,80,8,0.0,2,0,1,34164.05,0
6373,597,Male,67,2,0.0,2,0,1,108645.85,0
6167,657,Male,75,7,126273.95,1,0,1,91673.6,0
1047,726,Female,48,4,0.0,1,1,0,114020.06,1
2939,533,Female,39,2,0.0,1,0,1,73669.94,1
1808,739,Male,41,5,0.0,2,0,0,143882.25,0
3166,555,Male,62,4,119817.33,1,0,1,43507.1,1
414,795,Male,35,8,0.0,2,1,0,167155.36,0
1340,727,Male,43,2,97403.18,1,1,1,107415.02,1
9371,641,Male,31,9,112494.99,1,1,1,32231.6,0
7740,665,Female,51,8,0.0,1,1,1,38928.48,1
5060,577,Female,35,4,108155.49,1,1,0,105407.79,0
4633,477,Male,48,8,129250.0,2,1,1,157937.35,0
4609,581,Male,34,1,0.0,2,0,1,81175.25,0
7366,598,Female,35,8,0.0,3,0,1,88658.73,0
1469,819,Female,49,1,120656.86,4,0,0,166164.3,1
1710,828,Male,28,8,134766.85,1,1,0,79355.87,0
6270,696,Male,24,9,0.0,1,0,0,10883.52,0
8732,724,Female,29,6,0.0,2,0,1,64729.51,0
2271,665,Male,25,5,153611.83,2,1,0,35321.65,0
1583,709,Female,43,8,0.0,2,0,0,168035.62,1
1412,673,Female,29,4,99097.36,1,1,1,9796.69,0
4111,691,Male,40,1,0.0,2,1,1,145613.17,0
7652,704,Male,24,2,148197.15,2,1,0,182775.08,0
6693,637,Male,27,9,128940.24,1,1,0,46786.92,0
1722,595,Female,30,5,100683.54,1,1,1,178361.04,0
2024,545,Female,39,6,0.0,1,0,0,38410.74,1
2212,741,Female,37,8,170840.08,2,0,0,109843.16,0
1507,549,Female,43,3,134985.66,1,1,0,6101.41,0
2622,627,Male,27,0,185267.45,2,1,1,77027.34,0
5290,795,Female,56,9,94348.94,1,1,0,29239.29,1
9128,693,Female,43,1,121927.92,1,1,0,87994.95,1
1321,724,Male,40,6,0.0,2,0,0,106149.48,0
842,660,Male,35,8,58641.43,1,0,1,198674.08,0
1146,614,Female,30,3,131344.52,2,1,0,54776.64,0
3624,640,Female,33,1,167298.42,1,0,1,145381.65,0
4280,766,Female,62,7,142724.48,1,0,1,5893.23,1
9010,645,Female,59,8,121669.93,2,0,0,91.75,1
8986,760,Male,43,6,175735.5,1,1,1,157337.29,0
4681,708,Female,44,2,161887.81,2,1,0,84870.23,0
463,662,Female,32,4,133950.37,1,1,1,48725.68,1
1754,724,Male,33,5,103564.83,2,1,0,121085.72,0
3936,707,Female,32,4,132835.56,1,0,0,136877.24,0
7933,782,Female,70,7,97072.42,1,0,1,131177.22,0
9460,744,Male,35,7,0.0,2,1,1,43036.6,0
4401,845,Female,38,2,112803.92,1,1,0,179631.85,0
4700,838,Male,35,0,0.0,2,0,1,197305.91,0
8991,547,Female,42,1,142703.4,1,1,0,86207.49,1
378,629,Female,30,2,34013.63,1,1,0,19570.63,0
3106,554,Female,45,6,0.0,2,1,1,181204.5,0
8215,687,Female,61,7,80538.56,1,1,0,131305.37,1
1335,568,Female,43,9,0.0,1,1,0,125870.79,1
1223,699,Male,47,1,0.0,2,0,1,30117.44,0
3848,560,Male,41,4,152532.3,1,0,0,10779.69,0
2716,695,Male,45,3,0.0,2,1,1,30793.61,0
6837,664,Male,40,9,0.0,2,1,0,194767.3,0
2952,733,Male,51,10,141556.96,1,1,0,130189.53,0
1350,717,Female,41,3,135756.96,1,1,1,103706.41,0
1082,688,Male,36,0,89772.3,1,1,0,177383.68,1
6453,566,Female,44,5,141428.99,2,0,0,68408.74,0
1811,779,Female,26,0,0.0,2,0,1,111906.0,0
4121,628,Male,42,7,0.0,2,0,1,172967.87,0
1351,648,Female,54,9,120633.42,1,0,0,5924.38,1
7817,677,Male,58,9,0.0,1,0,1,168650.4,0
8796,720,Male,33,2,0.0,2,0,1,141031.08,0
1894,535,Female,49,7,115309.75,1,1,0,111421.77,0
6639,588,Male,41,6,106116.56,2,1,0,198766.61,0
565,543,Male,36,4,0.0,2,1,1,141210.5,0
3903,643,Female,45,9,150840.03,2,1,0,155516.35,0
7100,650,Male,24,8,108881.73,1,1,0,104492.83,0
3673,764,Male,24,7,98148.61,1,1,0,26843.76,0
4366,662,Male,74,6,0.0,2,1,0,123583.85,0
7545,732,Male,26,7,0.0,2,1,0,154364.66,0
1212,610,Male,42,6,0.0,2,1,0,158302.59,1
1189,701,Male,40,5,169742.64,1,1,1,153537.55,1
3955,625,Male,39,2,0.0,2,1,0,100403.05,0
898,523,Female,40,2,102967.41,1,1,0,128702.1,1
4786,577,Female,34,2,0.0,2,1,1,84033.35,0
8092,802,Male,38,1,142557.11,1,1,1,172497.73,0
4602,722,Female,35,1,120171.58,1,1,0,125240.8,0
8896,712,Male,34,1,0.0,2,1,1,195052.12,0
3454,612,Male,24,1,182705.05,1,1,1,171837.06,0
3609,850,Male,40,6,94607.08,1,1,0,36690.49,0
8157,719,Female,32,7,0.0,1,0,0,76264.27,0
8765,675,Male,39,1,0.0,2,1,0,153129.22,0
9677,724,Male,33,4,88046.88,1,0,1,186942.49,1
7572,586,Male,37,8,167735.69,2,0,1,104665.79,0
3909,431,Male,63,6,160982.89,1,1,1,168008.17,0
4028,463,Female,41,8,123151.51,2,1,0,70127.93,0
3931,706,Female,35,8,178032.53,1,0,1,42181.68,0
2332,439,Female,29,6,156569.43,1,1,0,180598.66,0
7302,491,Female,72,6,91285.22,1,1,1,7032.95,0
2262,572,Male,43,2,140431.98,1,1,0,26450.57,1
9260,799,Female,39,7,167395.6,2,0,1,139537.43,0
5781,636,Male,36,6,96643.32,1,0,0,182059.28,0
2595,633,Male,29,10,130206.28,1,1,0,184654.87,0
7200,524,Male,28,1,93577.3,1,1,1,51670.82,0
3593,555,Female,62,10,114822.64,1,0,1,8444.5,0
5216,637,Male,43,3,172196.23,1,1,1,104769.96,0
1030,730,Male,39,1,116537.6,1,0,0,145679.6,0
7433,779,Female,37,2,128389.63,1,1,1,6589.16,1
7877,494,Female,41,2,69974.66,2,1,0,188426.13,1
8823,675,Female,50,1,133204.91,1,0,1,8270.06,0
8236,602,Male,37,3,107592.89,2,0,1,153122.73,0
5733,829,Female,22,7,150126.44,1,1,0,152107.93,1
5378,606,Male,27,2,130274.26,2,1,0,147533.09,0
7762,850,Female,34,2,0.0,2,0,0,51919.04,0
1755,533,Female,52,7,0.0,1,0,1,194113.99,1
7355,529,Female,35,5,0.0,2,1,0,56518.0,0
4161,736,Male,43,4,176134.54,1,1,1,52856.88,0
231,610,Male,40,0,0.0,2,1,0,62232.6,0
8104,769,Female,31,6,117852.26,2,1,0,147668.64,0
110,685,Male,30,3,90536.81,1,0,1,63082.88,0
5457,738,Male,62,10,83008.31,1,1,1,42766.03,0
6708,754,Male,34,7,0.0,2,1,1,65219.85,0
2514,592,Female,26,4,105082.07,2,1,0,132801.57,0
5961,796,Male,32,5,102773.15,2,0,1,117832.88,0
4279,604,Male,33,3,148659.48,1,0,0,42437.75,0
4720,619,Female,33,3,100488.92,2,0,1,36446.74,0
2917,698,Male,57,6,136325.48,2,1,1,72549.27,1
9390,752,Female,37,5,113291.05,2,1,1,132467.54,0
2992,810,Female,51,5,0.0,2,0,1,184524.74,0
2317,630,Female,36,2,110414.48,1,1,1,48984.95,0
4847,534,Female,23,5,104822.45,1,0,1,160176.47,0
4292,706,Female,46,2,127660.46,2,1,0,150156.82,1
6991,518,Male,29,9,125961.74,2,1,0,160303.08,1
1515,850,Male,39,6,133214.13,1,0,1,20769.88,0
216,695,Male,46,7,49512.55,1,1,0,133007.34,0
9213,584,Female,40,4,82441.75,1,0,0,80852.11,0
9061,567,Female,38,1,125877.65,2,1,1,107841.77,0
8417,630,Female,26,5,0.0,2,1,0,182612.38,0
2263,757,Female,49,2,0.0,2,0,0,164482.92,0
5326,720,Female,59,6,0.0,2,1,1,160849.43,1
6840,563,Male,30,7,90727.79,1,1,0,122268.75,0
8498,712,Male,37,7,93978.96,2,1,0,60651.77,0
6010,759,Male,38,1,0.0,2,1,0,20778.39,0
893,703,Female,51,3,0.0,3,1,1,77294.56,1
1490,797,Female,31,8,0.0,2,1,0,117916.63,0
3003,580,Male,55,6,104305.74,1,0,1,175750.21,0
1850,785,Female,33,5,136624.6,2,1,1,169117.74,0
5199,782,Female,27,3,0.0,2,1,0,143614.01,0
6380,603,Male,35,1,123407.69,1,1,0,152541.89,1
324,734,Male,30,3,0.0,2,1,0,107640.25,0
1215,745,Female,54,8,0.0,1,1,0,173912.29,1
2899,586,Female,35,7,0.0,2,1,0,70760.69,0
2933,588,Male,46,8,0.0,1,1,0,61931.21,0
3658,699,Female,43,3,80764.03,1,1,0,199378.58,1
8678,518,Female,28,9,85146.36,1,0,0,2803.89,0
6673,729,Female,36,8,109106.8,1,0,0,121311.12,0
7972,751,Male,36,5,73194.99,1,1,1,89222.66,0
8586,650,Female,46,9,149003.76,2,1,0,176902.83,0
6169,542,Male,29,9,0.0,1,1,0,8342.35,0
9724,485,Male,41,2,100254.76,2,1,1,12706.67,0
1129,669,Female,35,7,0.0,1,1,1,49108.23,1
8856,774,Female,26,5,0.0,2,1,1,64716.08,0
2918,578,Female,38,4,113150.44,2,1,0,176712.59,1
3902,591,Female,40,1,86376.29,1,0,1,136767.16,1
7947,639,Female,35,5,136526.26,2,1,0,59653.03,0
9097,728,Male,43,7,0.0,2,1,0,40023.7,0
3827,794,Male,57,3,117056.46,1,1,0,93336.93,1
4923,651,Male,34,2,90355.12,2,0,0,193597.94,0
208,643,Male,45,5,0.0,1,1,0,142513.5,1
3254,552,Male,50,4,121175.56,1,1,0,117505.07,1
2795,515,Female,25,7,79543.59,1,0,1,38772.82,0
5106,600,Female,32,1,78535.25,1,1,0,64349.6,0
9011,775,Male,42,6,133970.22,2,0,1,187839.9,0
798,683,Female,35,6,187530.66,2,1,1,37976.36,0
9105,658,Male,31,5,100082.14,1,0,1,49809.88,0
734,545,Female,60,7,128981.07,1,0,1,176924.21,1
2244,515,Female,66,6,0.0,2,1,1,160663.11,0
178,597,Female,40,8,101993.12,1,0,1,94774.12,0
5830,684,Male,37,4,138476.41,2,1,1,52367.29,0
7008,635,Female,65,5,117325.54,1,1,0,155799.86,1
1174,705,Female,40,5,203715.15,1,1,0,179978.68,1
6642,589,Female,37,6,138497.84,1,0,1,18988.58,0
5848,758,Male,33,0,129142.54,2,1,1,26606.28,0
1831,632,Female,36,7,0.0,2,1,1,52526.65,0
7995,708,Female,67,1,0.0,2,0,1,3837.08,0
9279,727,Male,62,5,0.0,2,0,1,38652.96,0
7897,603,Male,30,6,129548.5,2,1,1,19282.85,0
8597,634,Female,53,3,113781.5,2,1,1,106345.05,1
8522,644,Male,18,8,0.0,2,1,0,59172.42,0
198,501,Male,57,10,0.0,2,1,1,47847.19,0
7928,711,Male,38,4,123345.85,1,1,0,141827.83,0
7076,742,Female,25,4,132116.13,2,1,0,129933.5,0
9284,633,Male,61,3,157201.48,1,0,1,50368.63,0
1097,543,Male,36,6,0.0,2,1,0,176728.28,0
548,508,Male,49,7,122451.46,2,1,1,75808.1,0
6908,733,Female,38,5,0.0,2,1,1,1271.51,0
8229,588,Female,37,7,70258.88,2,1,0,139607.61,0
4706,850,Male,43,4,161256.53,1,1,1,140071.57,0
6912,544,Male,48,10,78314.63,3,1,1,103713.93,1
3369,703,Female,33,8,190566.65,1,1,1,79997.14,0
7583,682,Male,26,8,0.0,2,1,0,178373.43,0
2532,827,Female,60,2,0.0,2,0,1,60615.83,0
4055,452,Female,60,6,121730.49,1,1,1,142963.29,0
2314,561,Female,28,3,0.0,2,1,0,191387.76,0
6653,608,Male,23,8,197715.93,2,1,1,116124.28,0
6885,698,Female,27,1,94920.71,1,1,1,40339.9,0
5937,740,Female,31,8,0.0,2,0,0,86657.48,0
2815,694,Male,37,1,95668.82,2,1,0,100335.55,0
3437,700,Female,32,3,0.0,1,0,0,95740.37,0
3880,677,Female,72,8,0.0,2,1,1,153604.44,0
4157,850,Male,62,5,0.0,2,1,1,180243.56,0
66,581,Female,34,1,101633.04,1,1,0,110431.51,0
7866,666,Female,38,6,127043.09,1,1,1,8247.0,0
616,754,Male,39,6,170184.99,2,1,0,89593.26,0
1118,617,Male,61,7,91070.43,1,1,1,101839.77,0
3260,688,Female,33,2,0.0,1,0,0,27557.18,1
3401,591,Female,33,4,113743.37,1,1,0,124625.08,0
3692,613,Male,35,4,123557.65,2,0,1,170903.4,0
937,850,Female,44,5,128605.32,1,0,1,171096.2,0
6604,774,Female,47,6,94722.88,1,0,1,61450.96,0
2572,711,Male,58,9,91285.13,2,1,1,26767.85,0
7536,697,Female,42,1,0.0,1,1,0,1262.83,1
6324,729,Female,28,0,0.0,2,1,1,31165.06,1
622,535,Female,53,5,141616.55,2,1,1,75888.65,0
1681,681,Female,32,3,0.0,2,1,1,59679.9,0
2126,790,Female,40,9,0.0,2,1,1,70607.1,0
787,714,Male,42,2,177640.09,1,0,1,47166.55,0
3332,735,Male,31,3,119558.35,1,0,0,72927.68,0
7236,424,Male,34,7,0.0,1,1,1,16250.61,0
1092,715,Male,41,4,94267.9,1,0,1,152821.12,1
9103,671,Female,29,3,0.0,2,1,0,158043.11,0
5020,491,Female,68,1,95039.12,1,0,1,116471.14,1
9353,670,Male,37,0,178742.71,1,1,1,194493.57,0
5944,696,Male,43,4,114091.38,1,0,1,159888.1,0
3280,583,Female,57,3,238387.56,1,0,1,147964.99,1
8186,606,Female,39,3,0.0,2,1,0,50560.45,1
2201,600,Male,35,4,143744.77,2,1,0,104076.51,0
1160,513,Male,35,8,0.0,1,1,0,76640.29,1
5581,494,Male,67,5,0.0,2,1,1,85890.16,0
3592,677,Male,56,5,123959.97,1,1,1,60590.72,1
3952,594,Female,34,7,141525.55,1,0,0,9443.15,0
9691,765,Male,42,4,123311.39,2,1,1,82868.34,0
6247,678,Female,46,1,0.0,2,0,0,82106.19,0
4153,695,Female,53,8,95231.91,1,0,0,70140.8,1
478,569,Male,38,7,0.0,1,1,1,108469.2,0
1352,535,Male,48,5,134542.73,1,1,1,58203.67,1
4309,705,Female,35,5,0.0,1,1,0,133991.11,1
5698,682,Female,64,9,0.0,2,1,1,103318.44,0
2647,461,Male,51,9,119889.84,1,0,0,56767.67,1
8460,650,Female,28,5,122034.4,3,0,1,146663.43,1
8198,668,Female,36,3,133686.52,1,1,0,190958.48,1
7689,587,Female,46,6,88820.29,1,0,0,70224.34,0
9257,678,Female,37,8,149000.91,2,1,1,21472.42,0
2589,778,Male,44,8,123863.64,1,1,0,144494.94,0
1033,645,Male,29,1,130131.08,2,0,1,196474.35,0
4686,536,Male,53,2,143923.96,1,1,0,2019.78,1
5011,480,Male,47,8,75408.33,1,1,0,25887.89,1
2598,587,Male,48,1,0.0,2,1,1,8908.0,0
5819,546,Male,29,5,0.0,1,1,1,94823.95,0
4608,850,Male,42,8,119839.69,1,0,1,51016.02,1
8470,662,Male,26,0,0.0,2,0,1,72929.96,0
9040,581,Female,38,3,135157.05,1,1,1,32919.42,0
7450,712,Female,39,5,163097.55,2,1,1,23702.42,0
4671,616,Female,45,6,128352.59,3,1,1,144000.59,1
5583,695,Female,31,8,0.0,2,0,1,131644.41,0
3717,646,Male,39,0,154439.86,1,1,0,171519.06,0
9327,593,Female,40,2,0.0,1,1,1,5194.95,0
3928,548,Male,29,5,83442.98,1,0,1,177017.39,0
3617,792,Female,29,4,107601.79,1,1,0,18922.18,1
1425,726,Female,42,2,109471.79,1,0,1,175161.05,0
9378,709,Female,35,1,111827.27,2,1,0,12674.68,0
2919,538,Female,42,9,0.0,1,0,0,152855.96,0
3819,553,Male,46,3,82291.1,1,1,0,112549.99,1
1871,634,Male,36,2,85996.19,1,1,0,15887.68,0
5487,763,Male,35,9,0.0,1,1,1,31372.91,0
480,788,Male,34,6,156478.62,1,0,1,181196.76,0
5972,548,Male,49,9,108437.89,1,0,0,127022.87,1
9600,621,Female,55,7,131033.76,1,0,1,75685.59,1
2888,795,Male,37,2,139265.63,2,1,1,198745.94,0
6686,621,Male,50,3,163085.79,1,0,1,131048.36,0
6315,559,Male,67,9,125919.35,1,1,0,175910.95,1
527,610,Male,26,8,0.0,2,1,0,166031.08,0
4129,618,Male,48,7,0.0,1,1,0,13921.82,1
722,669,Male,23,1,0.0,2,0,0,66088.83,0
5120,663,Male,26,5,141462.13,1,1,0,440.2,0
4722,648,Male,32,0,0.0,1,0,1,117323.31,0
220,726,Female,31,9,114722.05,2,1,1,98178.57,0
9188,628,Male,28,4,0.0,2,1,1,176750.81,0
1935,523,Male,39,3,0.0,2,1,0,6726.53,0
344,718,Female,25,7,0.0,2,1,0,30380.12,0
8332,645,Male,49,4,160133.88,1,0,1,88391.97,0
9674,600,Male,31,8,0.0,2,1,1,121555.51,0
4483,539,Female,38,8,105435.74,1,0,0,80575.44,1
9706,512,Female,30,6,0.0,2,1,0,88827.31,0
8486,738,Female,40,6,114940.67,2,1,1,194895.57,1
9216,724,Male,30,10,0.0,2,1,1,54265.55,0
6903,584,Female,41,3,88594.93,1,1,0,178997.89,0
9154,581,Female,27,5,102258.11,2,1,0,194681.6,0
5960,598,Male,48,6,120682.53,1,1,0,30635.52,1
7034,465,Male,53,1,117438.17,1,0,0,74898.8,1
6051,723,Female,45,4,0.0,2,1,0,37214.39,0
2391,850,Male,31,3,0.0,2,1,0,121866.87,0
7181,736,Female,42,7,117280.23,3,0,0,41921.06,1
